id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_23201_969c4ed2;Samsung Galaxy Z Fold5 F946 5G 12/256GB Gray;950;"('__export__.product_template_23201_969c4ed2',950);";"(950,'Samsung Galaxy Z Fold5 F946 5G 12/256GB Gray');"
__export__.product_template_23814_82291de6;Samsung Galaxy Z Fold5 F946 5G 12/512GB Black;951;"('__export__.product_template_23814_82291de6',951);";"(951,'Samsung Galaxy Z Fold5 F946 5G 12/512GB Black');"
__export__.product_template_23570_98ec4f43;Samsung Galaxy Z Fold5 F946 5G 12/512GB Enterprise Edition Black;952;"('__export__.product_template_23570_98ec4f43',952);";"(952,'Samsung Galaxy Z Fold5 F946 5G 12/512GB Enterprise Edition Black');"
__export__.product_template_23569_aa807b6d;Samsung Galaxy Z Fold5 F946 5G 12/512GB Phantom Black;953;"('__export__.product_template_23569_aa807b6d',953);";"(953,'Samsung Galaxy Z Fold5 F946 5G 12/512GB Phantom Black');"
__export__.product_template_24843_ed42e235;Samsung Galaxy Z Fold6 F956B 5G 12/256GB Navy;954;"('__export__.product_template_24843_ed42e235',954);";"(954,'Samsung Galaxy Z Fold6 F956B 5G 12/256GB Navy');"
__export__.product_template_23969_7e8b8b9d;Samsung Galaxy Z Fold6 F956B 5G 12/256GB Silver Shadow;955;"('__export__.product_template_23969_7e8b8b9d',955);";"(955,'Samsung Galaxy Z Fold6 F956B 5G 12/256GB Silver Shadow');"
__export__.product_template_23815_86f59552;Samsung Galaxy Z Fold6 F956B 5G 12/256GB White;956;"('__export__.product_template_23815_86f59552',956);";"(956,'Samsung Galaxy Z Fold6 F956B 5G 12/256GB White');"
__export__.product_template_19597_d10baac2;Samsung Galaxy Z Fold6 F956B 5G 12/256Gb Pink;957;"('__export__.product_template_19597_d10baac2',957);";"(957,'Samsung Galaxy Z Fold6 F956B 5G 12/256Gb Pink');"
__export__.product_template_23970_af062ac0;Samsung Galaxy Z Fold6 F956B 5G 12/512GB Silver Shadow;958;"('__export__.product_template_23970_af062ac0',958);";"(958,'Samsung Galaxy Z Fold6 F956B 5G 12/512GB Silver Shadow');"
__export__.product_template_24013_c5e2adb2;Samsung Galaxy Z Fold7 F966B 5G 12/256GB Blue Shadow;959;"('__export__.product_template_24013_c5e2adb2',959);";"(959,'Samsung Galaxy Z Fold7 F966B 5G 12/256GB Blue Shadow');"
__export__.product_template_24012_dd81d560;Samsung Galaxy Z Fold7 F966B 5G 12/256GB Jetblack;960;"('__export__.product_template_24012_dd81d560',960);";"(960,'Samsung Galaxy Z Fold7 F966B 5G 12/256GB Jetblack');"
__export__.product_template_24014_23157edb;Samsung Galaxy Z Fold7 F966B 5G 12/256GB Silver Shadow;961;"('__export__.product_template_24014_23157edb',961);";"(961,'Samsung Galaxy Z Fold7 F966B 5G 12/256GB Silver Shadow');"
__export__.product_template_24076_58ad10d4;Samsung Galaxy Z Fold7 F966B 5G 12/512GB Blue Shadow;962;"('__export__.product_template_24076_58ad10d4',962);";"(962,'Samsung Galaxy Z Fold7 F966B 5G 12/512GB Blue Shadow');"
__export__.product_template_24016_c2b06749;Samsung Galaxy Z Fold7 F966B 5G 12/512GB Jetblack;963;"('__export__.product_template_24016_c2b06749',963);";"(963,'Samsung Galaxy Z Fold7 F966B 5G 12/512GB Jetblack');"
__export__.product_template_24077_294784c9;Samsung Galaxy Z Fold7 F966B 5G 12/512GB Silver Shadow;964;"('__export__.product_template_24077_294784c9',964);";"(964,'Samsung Galaxy Z Fold7 F966B 5G 12/512GB Silver Shadow');"
__export__.product_template_24082_d87c7344;Samsung Galaxy Z Fold7 F966B 5G 16/1TB Blue Shadow;965;"('__export__.product_template_24082_d87c7344',965);";"(965,'Samsung Galaxy Z Fold7 F966B 5G 16/1TB Blue Shadow');"
__export__.product_template_24083_beb23fe3;Samsung Galaxy Z Fold7 F966B 5G 16/1TB Jetblack;966;"('__export__.product_template_24083_beb23fe3',966);";"(966,'Samsung Galaxy Z Fold7 F966B 5G 16/1TB Jetblack');"
__export__.product_template_24084_165ccb78;Samsung Galaxy Z Fold7 F966B 5G 16/1TB Silver Shadow;967;"('__export__.product_template_24084_165ccb78',967);";"(967,'Samsung Galaxy Z Fold7 F966B 5G 16/1TB Silver Shadow');"
__export__.product_template_23971_e1531c70;Samsung Inductive Powerbank EB-U2510 10.000mAh 25W Beige;968;"('__export__.product_template_23971_e1531c70',968);";"(968,'Samsung Inductive Powerbank EB-U2510 10.000mAh 25W Beige');"
__export__.product_template_14283_737de6d4;Samsung SmartTag 2 El-T5600 (4 Pack) Black/White;969;"('__export__.product_template_14283_737de6d4',969);";"(969,'Samsung SmartTag 2 El-T5600 (4 Pack) Black/White');"
__export__.product_template_22728_b6e91862;Samsung SmartTag 2 El-T5600 Black;970;"('__export__.product_template_22728_b6e91862',970);";"(970,'Samsung SmartTag 2 El-T5600 Black');"
__export__.product_template_23202_1afd0149;Samsung SmartTag 2 El-T5600 White;971;"('__export__.product_template_23202_1afd0149',971);";"(971,'Samsung SmartTag 2 El-T5600 White');"
__export__.product_template_23286_9d4863ea;Samsung Vertical Jet 65 Pet;972;"('__export__.product_template_23286_9d4863ea',972);";"(972,'Samsung Vertical Jet 65 Pet');"
__export__.product_template_23287_329da28e;Samsung Vertical Jet 75E Pet;973;"('__export__.product_template_23287_329da28e',973);";"(973,'Samsung Vertical Jet 75E Pet');"
__export__.product_template_23972_98cf6a51;Samsung Wireless Charger Trio Pad (EP-P6300) Black;974;"('__export__.product_template_23972_98cf6a51',974);";"(974,'Samsung Wireless Charger Trio Pad (EP-P6300) Black');"
__export__.product_template_19663_f2fc81ca;TCL 501 4G DS 2/32Gb Blue;975;"('__export__.product_template_19663_f2fc81ca',975);";"(975,'TCL 501 4G DS 2/32Gb Blue');"
__export__.product_template_19513_12a1c124;TCL 501 4G DS 2/32Gb Dark Grey;976;"('__export__.product_template_19513_12a1c124',976);";"(976,'TCL 501 4G DS 2/32Gb Dark Grey');"
__export__.product_template_19662_e91eb3df;TCL 501 4G DS 2/32Gb Prime Black;977;"('__export__.product_template_19662_e91eb3df',977);";"(977,'TCL 501 4G DS 2/32Gb Prime Black');"
__export__.product_template_23017_132a1d71;Tempered Glass (SET 10in1) - for Samsung  Galaxy A54 5G;978;"('__export__.product_template_23017_132a1d71',978);";"(978,'Tempered Glass (SET 10in1) - for Samsung  Galaxy A54 5G');"
__export__.product_template_23016_a6f875bc;Tempered Glass (SET 25in1) - for Samsung  Galaxy A54 5G;979;"('__export__.product_template_23016_a6f875bc',979);";"(979,'Tempered Glass (SET 25in1) - for Samsung  Galaxy A54 5G');"
__export__.product_template_24880_7f7ce092;Tempered Glass for Samsung  Galaxy A54 5G;980;"('__export__.product_template_24880_7f7ce092',980);";"(980,'Tempered Glass for Samsung  Galaxy A54 5G');"
__export__.product_template_24881_4dc58893;Tempered Glass for Samsung Galaxy Xcover 7;981;"('__export__.product_template_24881_4dc58893',981);";"(981,'Tempered Glass for Samsung Galaxy Xcover 7');"
__export__.product_template_19610_29358d62;Tempered glass 5D for Honor Magic 6 Lite black frame;982;"('__export__.product_template_19610_29358d62',982);";"(982,'Tempered glass 5D for Honor Magic 6 Lite black frame');"
__export__.product_template_14255_825bae12;Toshiba Disque Dur 1TO - HDTB510EK3AA Black;983;"('__export__.product_template_14255_825bae12',983);";"(983,'Toshiba Disque Dur 1TO - HDTB510EK3AA Black');"
__export__.product_template_19651_46afd764;Universal neck strap for phones Black;984;"('__export__.product_template_19651_46afd764',984);";"(984,'Universal neck strap for phones Black');"
__export__.product_template_19654_0ed9972a;Universal neck strap for phones Mint;985;"('__export__.product_template_19654_0ed9972a',985);";"(985,'Universal neck strap for phones Mint');"
__export__.product_template_19655_42ad09e7;Universal neck strap for phones Pink;986;"('__export__.product_template_19655_42ad09e7',986);";"(986,'Universal neck strap for phones Pink');"
__export__.product_template_19652_67c8d20d;Universal neck strap for phones Red;987;"('__export__.product_template_19652_67c8d20d',987);";"(987,'Universal neck strap for phones Red');"
__export__.product_template_19653_c6647174;Universal neck strap for phones Violet;988;"('__export__.product_template_19653_c6647174',988);";"(988,'Universal neck strap for phones Violet');"
__export__.product_template_23835_2397e0e4;VERRE TREMPE Tempered Glass - pour Samsung A057 A05s;989;"('__export__.product_template_23835_2397e0e4',989);";"(989,'VERRE TREMPE Tempered Glass - pour Samsung A057 A05s');"
__export__.product_template_17484_5fcccdeb;VERRE TREMPE Tempered Glass - pour Xiaomi Redmi 9A/9AT;990;"('__export__.product_template_17484_5fcccdeb',990);";"(990,'VERRE TREMPE Tempered Glass - pour Xiaomi Redmi 9A/9AT');"
__export__.product_template_17520_788cc4b0;"Verbatim HDD externe 2.5"" 320Gb Black - CPO ";991;"('__export__.product_template_17520_788cc4b0',991);";"(991,'Verbatim HDD externe 2.5"" 320Gb Black - CPO ');"
__export__.product_template_23535_68134bf3;Watch Google Fitbit Charge 6 Black;992;"('__export__.product_template_23535_68134bf3',992);";"(992,'Watch Google Fitbit Charge 6 Black');"
__export__.product_template_23536_6fc2fd9b;Watch Google Fitbit Sense 2 Graphite;993;"('__export__.product_template_23536_6fc2fd9b',993);";"(993,'Watch Google Fitbit Sense 2 Graphite');"
__export__.product_template_23537_e95cc477;Watch Google Fitbit Sense 2 White;994;"('__export__.product_template_23537_e95cc477',994);";"(994,'Watch Google Fitbit Sense 2 White');"
__export__.product_template_23538_4a298633;Watch Google Fitbit Versa 4 Blue;995;"('__export__.product_template_23538_4a298633',995);";"(995,'Watch Google Fitbit Versa 4 Blue');"
__export__.product_template_23539_dadad31d;Watch Google Fitbit Versa 4 Copper Rose;996;"('__export__.product_template_23539_dadad31d',996);";"(996,'Watch Google Fitbit Versa 4 Copper Rose');"
__export__.product_template_23540_9f423e4f;Watch Google Fitbit Versa 4 Graphite;997;"('__export__.product_template_23540_9f423e4f',997);";"(997,'Watch Google Fitbit Versa 4 Graphite');"
__export__.product_template_23541_0e6129a1;Watch Google Fitbit Versa 4 Pink;998;"('__export__.product_template_23541_0e6129a1',998);";"(998,'Watch Google Fitbit Versa 4 Pink');"
__export__.product_template_23542_868bc470;Watch Google Pixel Watch 3 41mm BT Porcelain;999;"('__export__.product_template_23542_868bc470',999);";"(999,'Watch Google Pixel Watch 3 41mm BT Porcelain');"
__export__.product_template_19609_13047915;XO Support Bureau C135 Black;1000;"('__export__.product_template_19609_13047915',1000);";"(1000,'XO Support Bureau C135 Black');"
__export__.product_template_19611_b8b744e7;XO selfie stick holder magnetic SS18 black Bluetooth;1001;"('__export__.product_template_19611_b8b744e7',1001);";"(1001,'XO selfie stick holder magnetic SS18 black Bluetooth');"
__export__.product_template_24883_31b3f838;Xbox casque ;1002;"('__export__.product_template_24883_31b3f838',1002);";"(1002,'Xbox casque ');"
__export__.product_template_22356_df0ffc53;Xiaomi 12 Lite 5G DS 8/256GB Black;1003;"('__export__.product_template_22356_df0ffc53',1003);";"(1003,'Xiaomi 12 Lite 5G DS 8/256GB Black');"
__export__.product_template_24253_2f99879a;Xiaomi 120W Adapter (Type A) + USB-C Cable;1004;"('__export__.product_template_24253_2f99879a',1004);";"(1004,'Xiaomi 120W Adapter (Type A) + USB-C Cable');"
__export__.product_template_22357_bdb5c09b;Xiaomi 120W Charging Combo (Type A) + USB-C Cable;1005;"('__export__.product_template_22357_bdb5c09b',1005);";"(1005,'Xiaomi 120W Charging Combo (Type A) + USB-C Cable');"
__export__.product_template_23983_b8bef019;Xiaomi 13T Pro 5G DS 12/512GB Black;1006;"('__export__.product_template_23983_b8bef019',1006);";"(1006,'Xiaomi 13T Pro 5G DS 12/512GB Black');"
__export__.product_template_24862_87452c03;Xiaomi 14 Ultra 5G DS 16/512GB White;1007;"('__export__.product_template_24862_87452c03',1007);";"(1007,'Xiaomi 14 Ultra 5G DS 16/512GB White');"
__export__.product_template_22358_9c1164ba;Xiaomi 14 Ultra 5G DS 16/512Gb Black;1008;"('__export__.product_template_22358_9c1164ba',1008);";"(1008,'Xiaomi 14 Ultra 5G DS 16/512Gb Black');"
__export__.product_template_15905_87e307ea;Xiaomi 14T 5G DS 12/256GB Black;1009;"('__export__.product_template_15905_87e307ea',1009);";"(1009,'Xiaomi 14T 5G DS 12/256GB Black');"
__export__.product_template_24081_813f844f;Xiaomi 14T 5G DS 12/256GB Blue;1010;"('__export__.product_template_24081_813f844f',1010);";"(1010,'Xiaomi 14T 5G DS 12/256GB Blue');"
__export__.product_template_23828_a2399d64;Xiaomi 14T 5G DS 12/256GB Green;1011;"('__export__.product_template_23828_a2399d64',1011);";"(1011,'Xiaomi 14T 5G DS 12/256GB Green');"
__export__.product_template_15907_f8dbb6fd;Xiaomi 14T 5G DS 12/256GB Grey;1012;"('__export__.product_template_15907_f8dbb6fd',1012);";"(1012,'Xiaomi 14T 5G DS 12/256GB Grey');"
__export__.product_template_22181_17c393e9;Xiaomi 14T Pro 5G DS 12/1TB Black;1013;"('__export__.product_template_22181_17c393e9',1013);";"(1013,'Xiaomi 14T Pro 5G DS 12/1TB Black');"
__export__.product_template_15982_0af517a6;Xiaomi 14T Pro 5G DS 12/512GB Black;1014;"('__export__.product_template_15982_0af517a6',1014);";"(1014,'Xiaomi 14T Pro 5G DS 12/512GB Black');"
__export__.product_template_15983_f93e773b;Xiaomi 14T Pro 5G DS 12/512GB Blue;1015;"('__export__.product_template_15983_f93e773b',1015);";"(1015,'Xiaomi 14T Pro 5G DS 12/512GB Blue');"
__export__.product_template_15984_c16f6653;Xiaomi 14T Pro 5G DS 12/512GB Grey;1016;"('__export__.product_template_15984_c16f6653',1016);";"(1016,'Xiaomi 14T Pro 5G DS 12/512GB Grey');"
__export__.product_template_22361_d2c9fcf7;Xiaomi 15 5G DS 12/512GB Black;1017;"('__export__.product_template_22361_d2c9fcf7',1017);";"(1017,'Xiaomi 15 5G DS 12/512GB Black');"
__export__.product_template_22364_e0cec265;Xiaomi 15 5G DS 12/512GB Green;1018;"('__export__.product_template_22364_e0cec265',1018);";"(1018,'Xiaomi 15 5G DS 12/512GB Green');"
__export__.product_template_22365_d686da83;Xiaomi 15 5G DS 12/512GB White;1019;"('__export__.product_template_22365_d686da83',1019);";"(1019,'Xiaomi 15 5G DS 12/512GB White');"
__export__.product_template_22366_ae73cbed;Xiaomi 15 Ultra 5G DS 16/512GB Black;1020;"('__export__.product_template_22366_ae73cbed',1020);";"(1020,'Xiaomi 15 Ultra 5G DS 16/512GB Black');"
__export__.product_template_22367_67a703f4;Xiaomi 15 Ultra 5G DS 16/512GB Silver;1021;"('__export__.product_template_22367_67a703f4',1021);";"(1021,'Xiaomi 15 Ultra 5G DS 16/512GB Silver');"
__export__.product_template_22845_9fe1338f;Xiaomi 15 Ultra 5G DS 16/512GB White;1022;"('__export__.product_template_22845_9fe1338f',1022);";"(1022,'Xiaomi 15 Ultra 5G DS 16/512GB White');"
__export__.product_template_24691_30e4f9f9;Xiaomi 15 Ultra 5G DS 16/512GB with Photography Kit White;1023;"('__export__.product_template_24691_30e4f9f9',1023);";"(1023,'Xiaomi 15 Ultra 5G DS 16/512GB with Photography Kit White');"
__export__.product_template_24692_d52b019f;Xiaomi 15T 5G DS 12/256GB Black;1024;"('__export__.product_template_24692_d52b019f',1024);";"(1024,'Xiaomi 15T 5G DS 12/256GB Black');"
__export__.product_template_24693_3e12911d;Xiaomi 15T 5G DS 12/256GB Grey;1025;"('__export__.product_template_24693_3e12911d',1025);";"(1025,'Xiaomi 15T 5G DS 12/256GB Grey');"
__export__.product_template_24694_8a5d8821;Xiaomi 15T 5G DS 12/256GB Rose Gold;1026;"('__export__.product_template_24694_8a5d8821',1026);";"(1026,'Xiaomi 15T 5G DS 12/256GB Rose Gold');"
__export__.product_template_24863_dbe8181e;Xiaomi 15T 5G DS 12/512GB Black;1027;"('__export__.product_template_24863_dbe8181e',1027);";"(1027,'Xiaomi 15T 5G DS 12/512GB Black');"
__export__.product_template_24864_32ad55e9;Xiaomi 15T 5G DS 12/512GB Grey;1028;"('__export__.product_template_24864_32ad55e9',1028);";"(1028,'Xiaomi 15T 5G DS 12/512GB Grey');"
__export__.product_template_24865_fa42330c;Xiaomi 15T 5G DS 12/512GB Rose Gold;1029;"('__export__.product_template_24865_fa42330c',1029);";"(1029,'Xiaomi 15T 5G DS 12/512GB Rose Gold');"
__export__.product_template_24695_e9cc4903;Xiaomi 15T Pro 5G DS 12/1TB Black;1030;"('__export__.product_template_24695_e9cc4903',1030);";"(1030,'Xiaomi 15T Pro 5G DS 12/1TB Black');"
__export__.product_template_24696_19fe6718;Xiaomi 15T Pro 5G DS 12/1TB Gold;1031;"('__export__.product_template_24696_19fe6718',1031);";"(1031,'Xiaomi 15T Pro 5G DS 12/1TB Gold');"
__export__.product_template_24697_58615ee7;Xiaomi 15T Pro 5G DS 12/1TB Grey;1032;"('__export__.product_template_24697_58615ee7',1032);";"(1032,'Xiaomi 15T Pro 5G DS 12/1TB Grey');"
__export__.product_template_24698_19aad5d8;Xiaomi 15T Pro 5G DS 12/512GB Black;1033;"('__export__.product_template_24698_19aad5d8',1033);";"(1033,'Xiaomi 15T Pro 5G DS 12/512GB Black');"
__export__.product_template_24699_6639d790;Xiaomi 15T Pro 5G DS 12/512GB Gold;1034;"('__export__.product_template_24699_6639d790',1034);";"(1034,'Xiaomi 15T Pro 5G DS 12/512GB Gold');"
__export__.product_template_24700_c7580718;Xiaomi 15T Pro 5G DS 12/512GB Grey;1035;"('__export__.product_template_24700_c7580718',1035);";"(1035,'Xiaomi 15T Pro 5G DS 12/512GB Grey');"
__export__.product_template_24730_2028cb15;Xiaomi 33W Charging Combo (Type-A) EU;1036;"('__export__.product_template_24730_2028cb15',1036);";"(1036,'Xiaomi 33W Charging Combo (Type-A) EU');"
__export__.product_template_22733_0357ff68;Xiaomi 45W Turbo Charging Power Adapter (Type A) ;1037;"('__export__.product_template_22733_0357ff68',1037);";"(1037,'Xiaomi 45W Turbo Charging Power Adapter (Type A) ');"
__export__.product_template_24875_7fa6fbe5;Xiaomi 45W Turbo Charging Power Adapter (Type-A) EU;1038;"('__export__.product_template_24875_7fa6fbe5',1038);";"(1038,'Xiaomi 45W Turbo Charging Power Adapter (Type-A) EU');"
__export__.product_template_14075_c3753e22;Xiaomi 67W USB-A Hyper Combo Adapter White;1039;"('__export__.product_template_14075_c3753e22',1039);";"(1039,'Xiaomi 67W USB-A Hyper Combo Adapter White');"
__export__.product_template_24874_cdcb32a7;Xiaomi 90W HyperCharge Combo (Type-A);1040;"('__export__.product_template_24874_cdcb32a7',1040);";"(1040,'Xiaomi 90W HyperCharge Combo (Type-A)');"
__export__.product_template_23984_b73714ca;Xiaomi HyperCharge Powerbank 25.000mAh 212W Black;1041;"('__export__.product_template_23984_b73714ca',1041);";"(1041,'Xiaomi HyperCharge Powerbank 25.000mAh 212W Black');"
__export__.product_template_23985_03c0bd58;Xiaomi Mi Air Purifier 4 White;1042;"('__export__.product_template_23985_03c0bd58',1042);";"(1042,'Xiaomi Mi Air Purifier 4 White');"
__export__.product_template_22230_3a2fa845;Xiaomi Mi Smart TV Stick 4K Black;1043;"('__export__.product_template_22230_3a2fa845',1043);";"(1043,'Xiaomi Mi Smart TV Stick 4K Black');"
__export__.product_template_22368_594d4932;Xiaomi Mi TV Box S 2nd Gen 4K Black;1044;"('__export__.product_template_22368_594d4932',1044);";"(1044,'Xiaomi Mi TV Box S 2nd Gen 4K Black');"
__export__.product_template_23986_d514a8c7;Xiaomi Mi TV Box S 3rd Gen 4K Black;1045;"('__export__.product_template_23986_d514a8c7',1045);";"(1045,'Xiaomi Mi TV Box S 3rd Gen 4K Black');"
__export__.product_template_23987_1c18af6d;Xiaomi Mi TV Stick Black;1046;"('__export__.product_template_23987_1c18af6d',1046);";"(1046,'Xiaomi Mi TV Stick Black');"
__export__.product_template_22734_f999bff0;Xiaomi Mix Flip 5G DS 12/512GB Black;1047;"('__export__.product_template_22734_f999bff0',1047);";"(1047,'Xiaomi Mix Flip 5G DS 12/512GB Black');"
__export__.product_template_23596_c3bce506;Xiaomi Pad 7 11.0 8/128GB WiFi Grey;1048;"('__export__.product_template_23596_c3bce506',1048);";"(1048,'Xiaomi Pad 7 11.0 8/128GB WiFi Grey');"
__export__.product_template_23597_2958d0a5;Xiaomi Pad 7 11.0 8/256GB WiFi Blue;1049;"('__export__.product_template_23597_2958d0a5',1049);";"(1049,'Xiaomi Pad 7 11.0 8/256GB WiFi Blue');"
__export__.product_template_23977_54385a19;Xiaomi Pad 7 11.0 8/256GB WiFi Green;1050;"('__export__.product_template_23977_54385a19',1050);";"(1050,'Xiaomi Pad 7 11.0 8/256GB WiFi Green');"
__export__.product_template_23598_f9ba858d;Xiaomi Pad 7 11.0 8/256GB WiFi Grey;1051;"('__export__.product_template_23598_f9ba858d',1051);";"(1051,'Xiaomi Pad 7 11.0 8/256GB WiFi Grey');"
__export__.product_template_24723_7e31d942;Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Blue;1052;"('__export__.product_template_24723_7e31d942',1052);";"(1052,'Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Blue');"
__export__.product_template_24724_cee4e6a2;Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Green;1053;"('__export__.product_template_24724_cee4e6a2',1053);";"(1053,'Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Green');"
__export__.product_template_24725_e6f4aa57;Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Grey;1054;"('__export__.product_template_24725_e6f4aa57',1054);";"(1054,'Xiaomi Pad 7 Pro 11.0 8/256GB WiFi Grey');"
__export__.product_template_24701_c7a10007;Xiaomi Poco C71 DS 4/128GB Black;1055;"('__export__.product_template_24701_c7a10007',1055);";"(1055,'Xiaomi Poco C71 DS 4/128GB Black');"
__export__.product_template_24702_e2638a45;Xiaomi Poco C71 DS 4/128GB Blue;1056;"('__export__.product_template_24702_e2638a45',1056);";"(1056,'Xiaomi Poco C71 DS 4/128GB Blue');"
__export__.product_template_22193_dd2eb412;Xiaomi Poco C75 DS 6/128GB Black;1057;"('__export__.product_template_22193_dd2eb412',1057);";"(1057,'Xiaomi Poco C75 DS 6/128GB Black');"
__export__.product_template_22371_eee96177;Xiaomi Poco C75 DS 6/128GB Green;1058;"('__export__.product_template_22371_eee96177',1058);";"(1058,'Xiaomi Poco C75 DS 6/128GB Green');"
__export__.product_template_22194_2d647cf8;Xiaomi Poco C75 DS 6/128Gb Gold;1059;"('__export__.product_template_22194_2d647cf8',1059);";"(1059,'Xiaomi Poco C75 DS 6/128Gb Gold');"
__export__.product_template_22190_b9c9d1cd;Xiaomi Poco C75 DS 8/256GB Black;1060;"('__export__.product_template_22190_b9c9d1cd',1060);";"(1060,'Xiaomi Poco C75 DS 8/256GB Black');"
__export__.product_template_22191_91c48fc2;Xiaomi Poco C75 DS 8/256GB Gold;1061;"('__export__.product_template_22191_91c48fc2',1061);";"(1061,'Xiaomi Poco C75 DS 8/256GB Gold');"
__export__.product_template_22192_1d549349;Xiaomi Poco C75 DS 8/256GB Green;1062;"('__export__.product_template_22192_1d549349',1062);";"(1062,'Xiaomi Poco C75 DS 8/256GB Green');"
__export__.product_template_24703_1ad73b98;Xiaomi Poco C85 DS 6/128GB Black;1063;"('__export__.product_template_24703_1ad73b98',1063);";"(1063,'Xiaomi Poco C85 DS 6/128GB Black');"
__export__.product_template_24704_757645c2;Xiaomi Poco C85 DS 6/128GB Green;1064;"('__export__.product_template_24704_757645c2',1064);";"(1064,'Xiaomi Poco C85 DS 6/128GB Green');"
__export__.product_template_24705_940b3faa;Xiaomi Poco C85 DS 6/128GB Purple;1065;"('__export__.product_template_24705_940b3faa',1065);";"(1065,'Xiaomi Poco C85 DS 6/128GB Purple');"
__export__.product_template_24706_c18f78aa;Xiaomi Poco C85 DS 8/256GB Black;1066;"('__export__.product_template_24706_c18f78aa',1066);";"(1066,'Xiaomi Poco C85 DS 8/256GB Black');"
__export__.product_template_24707_0bad643d;Xiaomi Poco C85 DS 8/256GB Green;1067;"('__export__.product_template_24707_0bad643d',1067);";"(1067,'Xiaomi Poco C85 DS 8/256GB Green');"
__export__.product_template_24708_ac659035;Xiaomi Poco C85 DS 8/256GB Purple;1068;"('__export__.product_template_24708_ac659035',1068);";"(1068,'Xiaomi Poco C85 DS 8/256GB Purple');"
__export__.product_template_22560_e1b3fe6a;Xiaomi Poco F6 Pro 5G DS 12/512GB Black;1069;"('__export__.product_template_22560_e1b3fe6a',1069);";"(1069,'Xiaomi Poco F6 Pro 5G DS 12/512GB Black');"
__export__.product_template_23988_3199a327;Xiaomi Poco F7 5G DS 12/256GB Black;1070;"('__export__.product_template_23988_3199a327',1070);";"(1070,'Xiaomi Poco F7 5G DS 12/256GB Black');"
__export__.product_template_24866_7ff47452;Xiaomi Poco F7 5G DS 12/256GB Silver;1071;"('__export__.product_template_24866_7ff47452',1071);";"(1071,'Xiaomi Poco F7 5G DS 12/256GB Silver');"
__export__.product_template_24867_de9713ce;Xiaomi Poco F7 5G DS 12/256GB White;1072;"('__export__.product_template_24867_de9713ce',1072);";"(1072,'Xiaomi Poco F7 5G DS 12/256GB White');"
__export__.product_template_23989_1a299b22;Xiaomi Poco F7 5G DS 12/512GB Black;1073;"('__export__.product_template_23989_1a299b22',1073);";"(1073,'Xiaomi Poco F7 5G DS 12/512GB Black');"
__export__.product_template_24868_332495c8;Xiaomi Poco F7 5G DS 12/512GB Silver;1074;"('__export__.product_template_24868_332495c8',1074);";"(1074,'Xiaomi Poco F7 5G DS 12/512GB Silver');"
__export__.product_template_24869_1bc29f26;Xiaomi Poco F7 5G DS 12/512GB White;1075;"('__export__.product_template_24869_1bc29f26',1075);";"(1075,'Xiaomi Poco F7 5G DS 12/512GB White');"
__export__.product_template_22739_dc441915;Xiaomi Poco F7 Pro 5G DS 12/256GB Silver;1076;"('__export__.product_template_22739_dc441915',1076);";"(1076,'Xiaomi Poco F7 Pro 5G DS 12/256GB Silver');"
__export__.product_template_23338_78d1c7f3;Xiaomi Poco F7 Pro 5G DS 12/512GB Black;1077;"('__export__.product_template_23338_78d1c7f3',1077);";"(1077,'Xiaomi Poco F7 Pro 5G DS 12/512GB Black');"
__export__.product_template_23339_f6f6ba68;Xiaomi Poco F7 Pro 5G DS 12/512GB Blue;1078;"('__export__.product_template_23339_f6f6ba68',1078);";"(1078,'Xiaomi Poco F7 Pro 5G DS 12/512GB Blue');"
__export__.product_template_23340_2bd65bd1;Xiaomi Poco F7 Pro 5G DS 12/512GB Silver;1079;"('__export__.product_template_23340_2bd65bd1',1079);";"(1079,'Xiaomi Poco F7 Pro 5G DS 12/512GB Silver');"
__export__.product_template_23052_54252040;Xiaomi Poco F7 Ultra 5G DS 12/256GB Black;1080;"('__export__.product_template_23052_54252040',1080);";"(1080,'Xiaomi Poco F7 Ultra 5G DS 12/256GB Black');"
__export__.product_template_24709_7f323eef;Xiaomi Poco F7 Ultra 5G DS 12/256GB Yellow;1081;"('__export__.product_template_24709_7f323eef',1081);";"(1081,'Xiaomi Poco F7 Ultra 5G DS 12/256GB Yellow');"
__export__.product_template_23605_b5db8047;Xiaomi Poco F7 Ultra 5G DS 16/512GB Black;1082;"('__export__.product_template_23605_b5db8047',1082);";"(1082,'Xiaomi Poco F7 Ultra 5G DS 16/512GB Black');"
__export__.product_template_24254_efaf510f;Xiaomi Poco F7 Ultra 5G DS 16/512GB Yellow;1083;"('__export__.product_template_24254_efaf510f',1083);";"(1083,'Xiaomi Poco F7 Ultra 5G DS 16/512GB Yellow');"
__export__.product_template_23606_7fde4f4c;Xiaomi Poco M6 DS 6/128GB Purple;1084;"('__export__.product_template_23606_7fde4f4c',1084);";"(1084,'Xiaomi Poco M6 DS 6/128GB Purple');"
